"","recipe","Source","Page","Type","Cuisine","diet","Ingredients","makeability","Needed"
"188","beer braised short ribs with wheat berries","Hungry Monkey",44,"main","western","Non-vegetarian","<span style='color: #458B00;'>short ribs</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: orange;'>wheat berries</span> or <span style='color: #458B00;'>green lentils</span>, <span style='color: #CD2626;'>porter beer</span>, <span style='color: #CDAD00;'>crushed tomatoes</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>parsley</span>",5,5
"189","larb gai (thai chicken salad)","Hungry Monkey",53,"main","western","Non-vegetarian","<span style='color: #458B00;'>chicken thigh</span> or <span style='color: orange;'>ground chicken</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #CDAD00;'>peanut oil</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #CD2626;'>cabbage</span>, <span style='color: #458B00;'>rice</span>",5,2
"190","roasted parsnips","Hungry Monkey",90,"side","western","Vegan","<span style='color: #CD2626;'>parsnip</span>, <span style='color: #458B00;'>olive oil</span>",5,1
"191","cumin ginger carrot coins","Hungry Monkey",91,"side","western","Vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>ground ginger</span>",1,0
"192","bibimbap","Hungry Monkey",126,"meal","asian","Non-vegetarian","<span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #CD2626;'>asian pear</span> or <span style='color: #CD2626;'>granny smith apple</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>flank steak</span>, <span style='color: #CD2626;'>bean sprouts</span> or <span style='color: orange;'>spinach</span> or <span style='color: #458B00;'>kimchi</span>, <span style='color: #458B00;'>carrot</span> or <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>rice</span>, <span style='color: #458B00;'>gochujang</span>",5,3
"193","shrimp and grits","Hungry Monkey",128,"breakfast","western","Non-vegetarian","<span style='color: #458B00;'>grits</span>, <span style='color: #458B00;'>whole milk</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>bacon</span>, <span style='color: #458B00;'>shrimp</span>",1,0
"194","pretzels","Hungry Monkey",155,"appetizer","western","Vegan","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>instant yeast</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>baking soda</span>",1,0
"195","shredded beef tacos","Hungry Monkey",186,"main","latin","Non-vegetarian","<span style='color: #CD2626;'>chuck roast</span>, <span style='color: #458B00;'>ancho chile powder</span>, <span style='color: #458B00;'>apple cider vinegar</span>, <span style='color: #458B00;'>mexican oregano</span>, <span style='color: #458B00;'>cumin seed</span>",5,1
"196","chicken strips","Hungry Monkey",194,"main","western","Non-vegetarian","<span style='color: #458B00;'>chicken breast</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #CD2626;'>lard</span> or <span style='color: #CD2626;'>shortening</span>",5,1
"197","thai salad dressing","Hungry Monkey",195,"dressing","asian","Vegan","<span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #CD2626;'>serrano pepper</span> or <span style='color: #CD2626;'>jalapeno</span>, <span style='color: #458B00;'>garlic</span>",5,1
"198","cornish pasties","Hungry Monkey",202,"main","western","Non-vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #CD2626;'>lard</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>rib eye steak</span>, <span style='color: #458B00;'>russet potato</span>, <span style='color: #CD2626;'>rutabaga</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>milk</span>",5,4
"199","thai shrimp curry","Hungry Monkey",228,"main","asian","Non-vegetarian","<span style='color: #458B00;'>coconut milk</span>, <span style='color: #458B00;'>green curry paste</span>, <span style='color: orange;'>palm sugar</span> or <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>shrimp</span>, <span style='color: #458B00;'>basil</span> or <span style='color: #CD2626;'>thai basil</span>, <span style='color: #458B00;'>lime</span>",1,0
"200","potstickers","Hungry Monkey",239,"main","asian","Non-vegetarian","<span style='color: #CD2626;'>napa cabbage</span>, <span style='color: #CD2626;'>ground pork</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>oyster sauce</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #CD2626;'>lotus root</span> or <span style='color: #458B00;'>egg</span>, <span style='color: #CD2626;'>gyoza wrappers</span>",5,4
"201","classic mac n cheese","Mac & Cheese Please",3,"main","western","Vegetarian","<span style='color: #458B00;'>elbow macaroni</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>bread crumbs</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>milk</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>cheddar</span>, <span style='color: #CD2626;'>gruyere</span> or <span style='color: #CD2626;'>fontina</span> or <span style='color: #458B00;'>mustard powder</span>",5,2
"202","cajun seasoning","Meathead",170,"prep","cajun","Vegan","<span style='color: #CD2626;'>celery seed</span>, <span style='color: #CD2626;'>caraway seed</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #CD2626;'>dried rosemary</span>, <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>black pepper</span>, <span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>ancho chile powder</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #458B00;'>onion powder</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>dry mustard</span>, <span style='color: #CDAD00;'>ground mace</span>, <span style='color: #458B00;'>ground allspice</span>",5,4
"203","alabama white sauce","Meathead",182,"prep","western","Vegan","<span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>apple cider vinegar</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>apple juice</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #CD2626;'>horseradish</span>, <span style='color: #458B00;'>dry mustard</span>, <span style='color: #458B00;'>black pepper</span>, <span style='color: #458B00;'>cayenne pepper</span>",5,2
"204","hawaiian huli huli sauce and marinade","Meathead",184,"prep","western","Non-vegetarian","<span style='color: #CD2626;'>pineapple juice</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>ketchup</span> or <span style='color: #458B00;'>barbecue sauce</span>, <span style='color: #458B00;'>rice wine vinegar</span> or <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>worcestershire sauce</span>, <span style='color: #458B00;'>sriracha</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>garlic</span>",5,1
"205","japanese happy mouth yakitori sauce","Meathead",192,"prep","asian","Vegan","<span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>sake</span> or <span style='color: #CD2626;'>white wine</span>, <span style='color: #458B00;'>orange</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>honey</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>hot sauce</span> or <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>cornstarch</span>",1,0
"206","greek ladolemono for seafood","Meathead",192,"prep","mediterranean","Vegan","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>oregano</span>",1,0
"207","bacon and onion jam","Meathead",194,"prep","western","Non-vegetarian","<span style='color: #458B00;'>bacon</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>maple syrup</span>, <span style='color: #458B00;'>dried thyme</span> or <span style='color: #CD2626;'>dried rosemary</span>",1,0
"208","marinated lamb loin chops","Meathead",286,"main","western","Non-vegetarian","<span style='color: #CD2626;'>lamb loin chops</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #CD2626;'>rosemary</span>, <span style='color: #458B00;'>garlic</span>",5,2
"209","hawaiian huli huli chicken","Meathead",299,"main","western","Non-vegetarian","<span style='color: #458B00;'>whole chicken</span>, <span style='color: #CD2626;'>pineapple juice</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>ketchup</span> or <span style='color: #458B00;'>barbecue sauce</span>, <span style='color: #458B00;'>rice wine vinegar</span> or <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>worcestershire sauce</span>, <span style='color: #458B00;'>sriracha</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>garlic</span>",5,1
"210","turkey breast teriyaki","Meathead",314,"main","western","Non-vegetarian","<span style='color: #CD2626;'>turkey breast</span> or <span style='color: #458B00;'>chicken breast</span>, <span style='color: #CD2626;'>pineapple juice</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>ketchup</span> or <span style='color: #458B00;'>barbecue sauce</span>, <span style='color: #458B00;'>rice wine vinegar</span> or <span style='color: #458B00;'>lemon</span> or <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>worcestershire sauce</span>, <span style='color: #458B00;'>sriracha</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>garlic</span>",5,2
"211","grilled duck breast in cherry port sauce","Meathead",315,"main","western","Non-vegetarian","<span style='color: #458B00;'>duck breast</span>, <span style='color: #458B00;'>poultry rub</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #CD2626;'>port wine</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>dried cherries</span>",5,1
"212","smoked trout florida mullet style","Meathead",325,"main","western","Non-vegetarian","<span style='color: #CD2626;'>trout</span>, <span style='color: #1C86EE;'>memphis rub</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>tartar sauce</span>",5,3
"213","schmancy hot smoked salmon","Meathead",327,"main","western","Non-vegetarian","<span style='color: #CD2626;'>skin on salmon</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #458B00;'>maple syrup</span>",5,1
"214","baja fish tacos","Meathead",333,"main","western","Non-vegetarian","<span style='color: #CD2626;'>tilapia</span> or <span style='color: #CD2626;'>mahi mahi</span> or <span style='color: #CD2626;'>grouper</span>, <span style='color: #458B00;'>ancho chile powder</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>chipotle</span>, <span style='color: #458B00;'>corn tortillas</span>, <span style='color: #CD2626;'>avocado</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #CD2626;'>cabbage</span>",5,3
"215","grilled romaine salad","Meathead",355,"salad","western","Vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>basil</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #CD2626;'>romaine lettuce</span>, <span style='color: #CD2626;'>blue cheese</span>, <span style='color: #458B00;'>pecans</span>",5,2
"216","fire roasted baba ghanoush","Meathead",356,"prep","middle eastern","Vegan","<span style='color: #CD2626;'>eggplant</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #1C86EE;'>pita bread</span> or <span style='color: #CDAD00;'>flatbread</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>harissa</span>, <span style='color: #458B00;'>garam masala</span>, <span style='color: #458B00;'>tahini</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>paprika</span>",5,2
"217","grilled baked potato","Meathead",358,"side","western","Vegetarian","<span style='color: #458B00;'>russet potato</span>, <span style='color: #1C86EE;'>memphis rub</span>, <span style='color: #458B00;'>butter</span>",4,1
"218","twice baked potatoes","Meathead",359,"side","western","Vegetarian","<span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>poultry rub</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>cheddar</span>, <span style='color: #CD2626;'>chives</span> or <span style='color: #458B00;'>paprika</span>",1,0
"219","black bean burgers","Noggin",NA,"main","western","Non-vegetarian","<span style='color: #CD2626;'>black bean burger</span>, <span style='color: #458B00;'>hamburger buns</span>, <span style='color: #458B00;'>american cheese</span> or <span style='color: #458B00;'>cheddar</span> or <span style='color: #CD2626;'>jack cheese</span>, <span style='color: #458B00;'>bacon</span> or <span style='color: #CD2626;'>avocado</span> or <span style='color: #458B00;'>ketchup</span>, <span style='color: #458B00;'>mayonnaise</span>",5,2
"220","test","Noggin",NA,"main","","Vegetarian","<span style='color: #458B00;'>tomato sauce</span>, <span style='color: #458B00;'>whole milk</span>, <span style='color: #458B00;'>tortillas</span> or <span style='color: #458B00;'>yogurt</span>, <span style='color: orange;'>ground beef</span> or <span style='color: #458B00;'>brown sugar</span>, <span style='color: #CDAD00;'>silken tofu</span>, <span style='color: #CD2626;'>ham</span> or <span style='color: #458B00;'>onion</span>",2,1
"221","bright cabbage slaw","Salt, Fat, Acid, Heat",224,"side","western","Vegan","<span style='color: #CD2626;'>cabbage</span> or <span style='color: #458B00;'>kale</span> or <span style='color: #CD2626;'>brussels sprouts</span> or <span style='color: #CD2626;'>kohlrabi</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"222","vietnamese cucumber salad","Salt, Fat, Acid, Heat",226,"side","asian","Vegan","<span style='color: #458B00;'>cucumber</span>, <span style='color: #CD2626;'>jalapeno</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #CD2626;'>mint</span>, <span style='color: #458B00;'>peanuts</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>rice wine vinegar</span>, <span style='color: #458B00;'>fish sauce</span>, <span style='color: #458B00;'>sugar</span>",5,2
"223","shaved carrot salad with ginger and lime","Salt, Fat, Acid, Heat",227,"side","asian","Vegan","<span style='color: #458B00;'>raisins</span>, <span style='color: #458B00;'>cumin seed</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>jalapeno</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>olive oil</span>",5,1
"224","shaved fennel and radishes","Salt, Fat, Acid, Heat",228,"side","western","Vegetarian","<span style='color: #CD2626;'>fennel bulb</span>, <span style='color: #CD2626;'>radish</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #458B00;'>olive oil</span>",5,3
"225","roasted squash, sage and hazelnut panzanella","Salt, Fat, Acid, Heat",232,"main","western","Vegetarian","<span style='color: #458B00;'>kale</span>, <span style='color: #CD2626;'>butternut squash</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: orange;'>crusty bread</span> or <span style='color: #1C86EE;'>croutons</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #CD2626;'>sage</span>, <span style='color: #CD2626;'>hazelnuts</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>balsamic vinegar</span>, <span style='color: #458B00;'>butter</span>",5,5
"226","asparagus and feta with mint panzanella","Salt, Fat, Acid, Heat",235,"main","western","Vegetarian","<span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #CD2626;'>asparagus</span>, <span style='color: #1C86EE;'>croutons</span> or <span style='color: orange;'>crusty bread</span>, <span style='color: #CD2626;'>mint</span>, <span style='color: #CD2626;'>feta</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>",5,5
"227","butternut squash and brussels sprouts in agrodolce","Salt, Fat, Acid, Heat",262,"side","western","Vegan","<span style='color: #CD2626;'>butternut squash</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>brussels sprouts</span>, <span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>sugar</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>mint</span>",5,4
"228","tuscan bean and kale soup","Salt, Fat, Acid, Heat",274,"main","western","Non-vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>bacon</span> or <span style='color: #CD2626;'>pancetta</span> or <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CDAD00;'>crushed tomatoes</span>, <span style='color: #458B00;'>cannelini beans</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>kale</span>, <span style='color: #CD2626;'>cabbage</span>",5,3
"229","pasta with broccoli and bread crumbs","Salt, Fat, Acid, Heat",295,"main","western","Vegetarian","<span style='color: #CD2626;'>broccoli</span> or <span style='color: #458B00;'>kale</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>pasta</span>, <span style='color: #458B00;'>bread crumbs</span> or <span style='color: #458B00;'>panko</span> or <span style='color: orange;'>crusty bread</span>, <span style='color: #458B00;'>parmesan</span>",1,0
"230","slow roasted salmon","Salt, Fat, Acid, Heat",310,"main","western","Non-vegetarian","<span style='color: #CD2626;'>salmon</span>, <span style='color: #CD2626;'>parsley</span> or <span style='color: #458B00;'>cilantro</span> or <span style='color: #CD2626;'>dill</span>, <span style='color: #458B00;'>olive oil</span>",5,2
"231","slow roasted soy glazed salmon","Salt, Fat, Acid, Heat",311,"main","asian","Non-vegetarian","<span style='color: #CD2626;'>salmon</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>cayenne pepper</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>ginger</span>",5,1
"232","slow roasted citrus salmon","Salt, Fat, Acid, Heat",311,"main","western","Non-vegetarian","<span style='color: #CD2626;'>salmon</span>, <span style='color: #458B00;'>lemon</span> or <span style='color: orange;'>meyer lemon</span> or <span style='color: #458B00;'>orange</span> or <span style='color: #CDAD00;'>blood orange</span>, <span style='color: #CD2626;'>avocado</span> or <span style='color: #458B00;'>olive oil</span>",5,2
"233","chicken and garlic soup","Salt, Fat, Acid, Heat",332,"main","western","Non-vegetarian","<span style='color: #458B00;'>whole chicken</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>parmesan rind</span> or <span style='color: #458B00;'>rice</span> or <span style='color: orange;'>farro</span> or <span style='color: #458B00;'>barley</span> or <span style='color: orange;'>spinach</span> or <span style='color: #458B00;'>garlic</span>",5,2
"234","chicken with lentil rice","Salt, Fat, Acid, Heat",334,"main","western","Non-vegetarian","<span style='color: #458B00;'>whole chicken</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>bay leaf</span>, <span style='color: #458B00;'>saffron</span>, <span style='color: #458B00;'>basmati rice</span>, <span style='color: #458B00;'>raisins</span>, <span style='color: #458B00;'>dates</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: orange;'>brown lentils</span> or <span style='color: #458B00;'>green lentils</span>",1,0
"235","glazed five spice chicken","Salt, Fat, Acid, Heat",338,"main","asian","Non-vegetarian","<span style='color: #458B00;'>whole chicken</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>mirin</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>five spice powder</span>, <span style='color: #458B00;'>cayenne pepper</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>scallions</span>",1,0
"236","buttermilk marinated roast chicken","Salt, Fat, Acid, Heat",340,"main","western","Non-vegetarian","<span style='color: #458B00;'>whole chicken</span>, <span style='color: #458B00;'>buttermilk</span>",1,0
"237","sicilian chicken salad","Salt, Fat, Acid, Heat",342,"main","mediterranean","Non-vegetarian","<span style='color: orange;'>red onion</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: orange;'>currants</span>, <span style='color: #458B00;'>chicken breast</span> or <span style='color: #CD2626;'>leftover roast chicken</span>, <span style='color: orange;'>aioli</span> or <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>pine nuts</span>, <span style='color: #CD2626;'>celery</span> or <span style='color: #CD2626;'>fennel bulb</span> or <span style='color: #458B00;'>fennel seed</span>",5,6
"238","kufte kebabs","Salt, Fat, Acid, Heat",356,"main","middle eastern","Non-vegetarian","<span style='color: #458B00;'>saffron</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>ground lamb</span>, <span style='color: #458B00;'>turmeric</span>, <span style='color: #CD2626;'>parsley</span> or <span style='color: #CD2626;'>mint</span> or <span style='color: #458B00;'>cilantro</span>",5,2
"239","olive oil and sea salt granola","Salt, Fat, Acid, Heat",402,"breakfast","western","Vegan","<span style='color: #458B00;'>old fashioned rolled oats</span>, <span style='color: #458B00;'>pepitas</span>, <span style='color: #458B00;'>sunflower seeds</span>, <span style='color: #458B00;'>unsweetened coconut chips</span>, <span style='color: #458B00;'>pecans</span>, <span style='color: #458B00;'>maple syrup</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>flax seed</span> or <span style='color: #CD2626;'>dried apricots</span> or <span style='color: #458B00;'>dried cherries</span> or <span style='color: #458B00;'>dried cranberries</span>",1,0
"240","grilled steak fajitas","The Food Lab",350,"main","latin","Non-vegetarian","<span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>chile powder</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>skirt steak</span> or <span style='color: #458B00;'>flank steak</span>, <span style='color: #CD2626;'>bell pepper</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>avocado</span> or <span style='color: #458B00;'>salsa verde</span> or <span style='color: #458B00;'>sour cream</span> or <span style='color: #458B00;'>tortillas</span>",5,3
"241","pan seared pork chops with apple and cider sauce","The Food Lab",355,"main","western","Non-vegetarian","<span style='color: #CD2626;'>bone-in pork chop</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>apple cider vinegar</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>cinnamon</span>, <span style='color: #458B00;'>cloves</span>, <span style='color: #CD2626;'>granny smith apple</span> or <span style='color: #CD2626;'>apple</span>",5,2
"242","orange chipotle chicken","The Food Lab",321,"main","western","Non-vegetarian","<span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>orange</span>, <span style='color: #458B00;'>chipotle</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>chicken breast</span>",1,0
"243","chicken with lemon caper sauce","The Food Lab",368,"main","western","Non-vegetarian","<span style='color: #458B00;'>chicken breast</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: #458B00;'>capers</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>parsley</span>",5,2
"244","chicken with mushroom marsala sauce","The Food Lab",369,"main","western","Non-vegetarian","<span style='color: #458B00;'>chicken breast</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>vegetable oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: orange;'>thyme</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #CD2626;'>sweet marsala</span>, <span style='color: #458B00;'>lemon</span>",5,3
"245","dill lemon creme fraiche","The Food Lab",382,"sauce","western","Vegetarian","<span style='color: #CD2626;'>creme fraiche</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>dill</span>, <span style='color: #458B00;'>capers</span>",5,2
"246","sous vide rib eye with shallot garlic and thyme","The Food Lab",394,"main","western","Non-vegetarian","<span style='color: #CD2626;'>rib eye steak</span>, <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: orange;'>thyme</span> or <span style='color: #CD2626;'>rosemary</span>, <span style='color: #458B00;'>garlic</span>",5,2
